league_name,id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,league,league_type,url,season,continent,starting_year,ending_year,birthday,nationality,appearances_overall,wins_home,wins_away,draws_overall,wins_per_home,wins_per_away,draws_per,btts_overall,btts_percentage,goals_overall,goals_home,goals_away,goals_per_match_overall,goals_per_match_home,goals_per_match_away,penalties_given_overall,penalties_given_home,penalties_given_away,penalties_given_per_match_overall,penalties_given_per_match_home,penalties_given_per_match_away,penalties_given_percentage_overall,penalties_given_percentage_home,penalties_given_percentage_away,cards_overall,cards_home,cards_away,cards_per_match_overall,cards_per_match_home,cards_per_match_away,over05_cards_overall,over15_cards_overall,over25_cards_overall,over35_cards_overall,over45_cards_overall,over55_cards_overall,over65_cards_overall,over05_cards_per_match_overall,over15_cards_per_match_overall,over25_cards_per_match_overall,over35_cards_per_match_overall,over45_cards_per_match_overall,over55_cards_per_match_overall,over65_cards_per_match_overall,over05_cards_percentage_overall,over15_cards_percentage_overall,over25_cards_percentage_overall,over35_cards_percentage_overall,over45_cards_percentage_overall,over55_cards_percentage_overall,over65_cards_percentage_overall,yellow_cards_overall,red_cards_overall,min_per_goal_overall,min_per_card_overall
Argentina Primera Division,4068,15746,Leandro Rey Hilfer,Leandro,Rey Hilfer,Leandro Rey Hilfer,leandro-rey-hilfer,0,Primera División,Domestic League,https://footystats.org/referees/argentina-r-leandro-rey-hilfer,2025,sa,2025,2025,0,Argentina,7,3,2,2,43,28,28,2,28,10,5,5,1.43,0.71,0.71,3,2,1,0.43,0.29,0.14,43,28,14,41,19,22,5.86,2.71,3.14,7,7,7,6,4,4,3,1,1,1,0.86,0.57,0.57,0.43,100,100,100,86,56,56,43,40,1,63,15
Argentina Primera Division,3991,15746,Yael Falcón Pérez,Yael,Falcón Pérez,Yael Falcón Pérez,yael-falcon-perez,0,Primera División,Domestic League,https://footystats.org/referees/argentina-r-yael-falcon-perez,2025,sa,2025,2025,0,Argentina,6,4,0,2,67,0,33,1,17,7,6,1,1.17,1,0.17,2,2,0,0.33,0.33,0,33,33,0,49,22,27,8.17,3.67,4.5,6,6,6,6,5,4,4,1,1,1,1,0.83,0.67,0.67,100,100,100,100,83,67,67,45,3,77,11
Argentina Primera Division,21009,15746,Sebastián Nicolás Martinez,Sebastián Nicolás,Martinez,Sebastián Nicolás Martinez,sebastian-nicolas-martinez,35,Primera División,Domestic League,https://footystats.org/referees/argentina-r-sebastian-nicolas-martinez,2025,sa,2025,2025,631929600,Argentina,3,1,1,1,33,33,33,2,67,8,5,3,2.67,1.67,1,0,0,0,0,0,0,0,0,0,20,9,11,6.67,3,3.67,3,3,3,3,3,3,1,1,1,1,1,1,1,0.33,100,100,100,100,100,100,33,20,0,34,14
Argentina Primera Division,3971,15746,Nazareno Arasa,Nazareno,Arasa,Nazareno Arasa,nazareno-arasa,0,Primera División,Domestic League,https://footystats.org/referees/argentina-r-nazareno-arasa,2025,sa,2025,2025,0,Argentina,5,3,2,0,60,40,0,0,0,6,3,3,1.2,0.6,0.6,0,0,0,0,0,0,0,0,0,30,17,13,6,3.4,2.6,5,5,5,4,4,2,2,1,1,1,0.8,0.8,0.4,0.4,100,100,100,80,80,40,40,27,2,75,15
Argentina Primera Division,4027,15746,Luis Lobo Medina,Luis,Lobo Medina,Luis Lobo Medina,luis-lobo-medina,0,Primera División,Domestic League,https://footystats.org/referees/argentina-r-luis-lobo-medina,2025,sa,2025,2025,0,Argentina,2,2,0,0,100,0,0,0,0,3,3,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,14,8,6,7,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,0.5,100,100,100,100,100,100,50,12,1,60,13
Argentina Primera Division,4010,15746,Fernando Espinoza,Fernando,Espinoza,Fernando Espinoza,fernando-espinoza,0,Primera División,Domestic League,https://footystats.org/referees/argentina-r-fernando-espinoza,2025,sa,2025,2025,0,Argentina,3,2,1,0,67,33,0,1,33,10,6,4,3.33,2,1.33,0,0,0,0,0,0,0,0,0,22,12,10,7.33,4,3.33,3,3,2,2,2,2,2,1,1,0.67,0.67,0.67,0.67,0.67,100,100,67,67,67,67,67,15,4,27,12
Argentina Primera Division,4026,15746,Nicolás Lamolina,Nicolás,Lamolina,Nicolás Lamolina,nicolas-lamolina,42,Primera División,Domestic League,https://footystats.org/referees/argentina-r-nicolas-lamolina,2025,sa,2025,2025,408067200,Argentina,3,2,1,0,67,33,0,0,0,7,6,1,2.33,2,0.33,0,0,0,0,0,0,0,0,0,13,6,7,4.33,2,2.33,3,3,3,2,1,1,0,1,1,1,0.67,0.33,0.33,0,100,100,100,67,33,33,0,13,0,39,21
Brasileirão Série A,3319,14231,Wilton Pereira Sampaio,Wilton,Pereira Sampaio,Wilton Pereira Sampaio,wilton-pereira-sampaio,43,Serie A,Domestic League,https://footystats.org/referees/brazil-r-wilton-pereira-sampaio,2025,sa,2025,2025,377740800,Brazil,2,1,0,1,50,0,50,2,100,5,3,2,2.5,1.5,1,0,0,0,0,0,0,0,0,0,8,5,3,4,2.5,1.5,2,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,100,50,50,50,50,50,50,8,0,36,23
Brasileirão Série A,5181,14231,Ramon Abatti,Ramon,Abatti,Ramon Abatti,ramon-abatti,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-ramon-abatti,2025,sa,2025,2025,0,Brazil,4,2,1,1,50,25,25,2,50,10,5,5,2.5,1.25,1.25,2,1,1,0.5,0.25,0.25,50,25,25,28,13,15,7,3.25,3.75,4,4,4,4,3,3,2,1,1,1,1,0.75,0.75,0.5,100,100,100,100,75,75,50,21,4,36,13
Brasileirão Série A,3418,14231,Savio Pereira Sampaio,Savio,Pereira Sampaio,Savio Pereira Sampaio,savio-pereira-sampaio,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-savio-pereira-sampaio,2025,sa,2025,2025,0,Brazil,1,0,0,1,0,0,100,1,100,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,5,2,3,5,2,3,1,1,1,1,1,0,0,1,1,1,1,1,0,0,100,100,100,100,100,0,0,5,0,45,18
Brasileirão Série A,3225,14231,Marcelo de Lima Henrique,Marcelo,de Lima Henrique,Marcelo de Lima Henrique,marcelo-de-lima-henrique,53,Serie A,Domestic League,https://footystats.org/referees/brazil-r-marcelo-de-lima-henrique,2025,sa,2025,2025,52012800,Brazil,2,1,1,0,50,50,0,1,50,6,4,2,3,2,1,0,0,0,0,0,0,0,0,0,8,3,5,4,1.5,2.5,2,2,2,2,0,0,0,1,1,1,1,0,0,0,100,100,100,100,0,0,0,6,1,30,23
Brasileirão Série A,3315,14231,Bruno Arleu de Araujo,Bruno,Arleu de Araujo,Bruno Arleu de Araujo,bruno-arleu-de-araujo,42,Serie A,Domestic League,https://footystats.org/referees/brazil-r-bruno-arleu-de-araujo,2025,sa,2025,2025,414028800,Brazil,3,1,1,1,33,33,33,1,33,4,2,2,1.33,0.67,0.67,2,1,1,0.67,0.33,0.33,67,33,33,24,11,13,8,3.67,4.33,3,3,3,3,3,3,2,1,1,1,1,1,1,0.67,100,100,100,100,100,100,67,24,0,68,11
Brasileirão Série A,3287,14231,Anderson Daronco,Anderson,Daronco,Anderson Daronco,anderson-daronco,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-anderson-daronco,2025,sa,2025,2025,0,Brazil,2,1,1,0,50,50,0,0,0,2,1,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,7,5,2,3.5,2.5,1,2,2,2,1,0,0,0,1,1,1,0.5,0,0,0,100,100,100,50,0,0,0,5,1,90,26
Brasileirão Série A,3283,14231,Raphael Claus,Raphael,Claus,Raphael Claus,raphael-claus,45,Serie A,Domestic League,https://footystats.org/referees/brazil-r-raphael-claus,2025,sa,2025,2025,305424000,Brazil,3,1,2,0,33,67,0,0,0,7,1,6,2.33,0.33,2,1,0,1,0.33,0,0.33,33,0,33,13,5,8,4.33,1.67,2.67,3,2,2,2,1,1,1,1,0.67,0.67,0.67,0.33,0.33,0.33,100,67,67,67,33,33,33,12,1,39,21
Brasileirão Série A,7225,14231,Felipe Fernandes de Lima,Felipe,Fernandes de Lima,Felipe Fernandes de Lima,felipe-fernandes-de-lima,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-felipe-fernandes-de-lima,2025,sa,2025,2025,0,Brazil,2,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,5,1.5,3.5,2,2,2,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,100,100,100,50,50,50,50,10,0,0,18
Brasileirão Série A,3229,14231,Flavio Rodrigues De Souza,Flavio,Rodrigues De Souza,Flavio Rodrigues De Souza,flavio-rodrigues-de-souza,45,Serie A,Domestic League,https://footystats.org/referees/brazil-r-flavio-rodrigues-de-souza,2025,sa,2025,2025,333676800,Brazil,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,6,1,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,100,100,100,100,100,100,0,6,0,0,15
Brasileirão Série A,3249,14231,Wagner do Nascimento Magalhaes,Wagner,do Nascimento Magalhaes,Wagner do Nascimento Magalhaes,wagner-do-nascimento-magalhaes,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-wagner-do-nascimento-magalhaes,2025,sa,2025,2025,0,Brazil,1,0,0,1,0,0,100,1,100,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,7,2,5,7,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,7,0,45,13
Brasileirão Série A,5155,14231,Lucas Paulo Torezin,Lucas Paulo,Torezin,Lucas Paulo Torezin,lucas-paulo-torezin,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-lucas-paulo-torezin,2025,sa,2025,2025,0,Brazil,1,0,1,0,0,100,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,45,90
Brasileirão Série A,3467,14231,Edina Alves Batista,Edina,Alves Batista,Edina Alves Batista,edina-alves-batista,0,Serie A,Domestic League,https://footystats.org/referees/brazil-r-edina-alves-batista,2025,sa,2025,2025,0,Brazil,1,1,0,0,100,0,0,1,100,5,3,2,5,3,2,1,1,0,1,1,0,100,100,0,3,1,2,3,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,100,100,100,0,0,0,0,3,0,18,30
Major League Soccer,5016,13973,Guido Gonzalez,Guido,Gonzalez,Guido Gonzalez,guido-gonzalez,0,MLS,Domestic League,https://footystats.org/referees/usa-r-guido-gonzalez,2025,na,2025,2025,0,USA,11,7,1,3,64,9,27,4,36,32,22,10,2.91,2,0.91,2,1,1,0.18,0.09,0.09,18,9,9,50,25,25,4.55,2.27,2.27,11,11,8,6,5,4,3,1,1,0.73,0.55,0.45,0.36,0.27,100,100,73,55,45,36,27,48,1,31,20
Major League Soccer,57653,13973,Alexis Da Silva,Alexis,Da Silva,Alexis Da Silva,alexis-da-silva,0,MLS,Domestic League,https://footystats.org/referees/usa-r-alexis-da-silva,2025,na,2025,2025,0,USA,9,3,3,3,33,33,33,7,78,26,13,13,2.89,1.44,1.44,1,0,1,0.11,0,0.11,11,0,11,38,21,17,4.22,2.33,1.89,9,9,8,6,3,2,1,1,1,0.89,0.67,0.33,0.22,0.11,100,100,89,67,33,22,11,36,1,31,21
Major League Soccer,84,13973,Pierre Luce Lauziere,Pierre,Luce Lauziere,Pierre Luce Lauziere,pierre-luce-lauziere,0,MLS,Domestic League,https://footystats.org/referees/canada-r-pierre-luce-lauziere,2025,na,2025,2025,0,Canada,10,6,3,1,60,30,10,5,50,29,17,12,2.9,1.7,1.2,5,3,2,0.5,0.3,0.2,50,30,20,50,25,25,5,2.5,2.5,10,10,10,10,8,2,0,1,1,1,1,0.8,0.2,0,100,100,100,100,80,20,0,47,2,31,18
Major League Soccer,19912,13973,Lukasz Szpala,Lukasz,Szpala,Lukasz Szpala,lukasz-szpala,0,MLS,Domestic League,https://footystats.org/referees/usa-r-lukasz-szpala,2025,na,2025,2025,0,USA,10,4,1,5,40,10,50,7,70,27,15,12,2.7,1.5,1.2,2,2,0,0.2,0.2,0,20,20,0,36,18,18,3.6,1.8,1.8,10,9,7,4,3,1,1,1,0.9,0.7,0.4,0.3,0.1,0.1,100,90,70,40,30,10,10,36,0,33,25
Major League Soccer,24,13973,Fotis Bazakos,Fotis,Bazakos,Fotis Bazakos,fotis-bazakos,46,MLS,Domestic League,https://footystats.org/referees/usa-r-fotis-bazakos,2025,na,2025,2025,302486400,USA,7,5,1,1,71,14,14,4,56,22,14,8,3.14,2,1.14,0,0,0,0,0,0,0,0,0,30,13,17,4.29,1.86,2.43,7,7,7,4,4,1,0,1,1,1,0.57,0.57,0.14,0,100,100,100,56,56,14,0,29,1,29,21
Major League Soccer,65601,13973,Sergii Boiko,Sergii,Boiko,Sergii Boiko,sergii-boiko,0,MLS,Domestic League,https://footystats.org/referees/usa-r-sergii-boiko,2025,na,2025,2025,0,USA,11,3,5,3,27,45,27,8,73,34,17,17,3.09,1.55,1.55,6,4,2,0.55,0.36,0.18,55,36,18,48,23,25,4.36,2.09,2.27,11,10,10,6,4,2,1,1,0.91,0.91,0.55,0.36,0.18,0.09,100,91,91,55,36,18,9,44,3,29,21
Major League Soccer,69,13973,Rubiel Vazquez,Rubiel,Vazquez,Rubiel Vazquez,rubiel-vazquez,0,MLS,Domestic League,https://footystats.org/referees/usa-r-rubiel-vazquez,2025,na,2025,2025,0,USA,11,3,3,5,27,27,45,5,45,29,16,13,2.64,1.45,1.18,4,3,1,0.36,0.27,0.09,36,27,9,38,20,18,3.45,1.82,1.64,10,9,8,5,4,2,0,0.91,0.82,0.73,0.45,0.36,0.18,0,91,82,73,45,36,18,0,38,0,34,26
Major League Soccer,11,13973,Chris Penso,Chris,Penso,Chris Penso,chris-penso,43,MLS,Domestic League,https://footystats.org/referees/usa-r-chris-penso,2025,na,2025,2025,388800000,USA,10,5,3,2,50,30,20,3,30,17,10,7,1.7,1,0.7,2,1,1,0.2,0.1,0.1,20,10,10,51,23,28,5.1,2.3,2.8,10,10,10,8,7,3,2,1,1,1,0.8,0.7,0.3,0.2,100,100,100,80,70,30,20,48,2,53,18
Major League Soccer,7,13973,Armando Villarreal,Armando,Villarreal,Armando Villarreal,armando-villarreal,39,MLS,Domestic League,https://footystats.org/referees/usa-r-armando-villarreal,2025,na,2025,2025,517881600,USA,6,1,3,2,17,50,33,4,67,18,8,10,3,1.33,1.67,2,1,1,0.33,0.17,0.17,33,17,17,21,14,7,3.5,2.33,1.17,6,5,4,4,2,0,0,1,0.83,0.67,0.67,0.33,0,0,100,83,67,67,33,0,0,19,1,30,26
Major League Soccer,42,13973,Marcos de Oliveira,Marcos,de Oliveira,Marcos de Oliveira,marcos-de-oliveira,0,MLS,Domestic League,https://footystats.org/referees/usa-r-marcos-de-oliveira,2025,na,2025,2025,0,USA,9,4,3,2,44,33,22,4,44,21,13,8,2.33,1.44,0.89,2,1,1,0.22,0.11,0.11,22,11,11,34,17,17,3.78,1.89,1.89,9,8,7,5,2,2,1,1,0.89,0.78,0.56,0.22,0.22,0.11,100,89,78,56,22,22,11,34,0,39,24
Major League Soccer,13889,13973,Jon Freemon,Jon,Freemon,Jon Freemon,jon-freemon,0,MLS,Domestic League,https://footystats.org/referees/usa-r-jon-freemon,2025,na,2025,2025,0,USA,8,4,1,3,50,13,38,4,50,14,9,5,1.75,1.13,0.63,2,1,1,0.25,0.13,0.13,25,13,13,43,22,21,5.38,2.75,2.63,8,8,7,7,6,4,2,1,1,0.88,0.88,0.75,0.5,0.25,100,100,88,88,75,50,25,42,1,51,17
Major League Soccer,13891,13973,Malik Badawi,Malik,Badawi,Malik Badawi,malik-badawi,0,MLS,Domestic League,https://footystats.org/referees/usa-r-malik-badawi,2025,na,2025,2025,0,USA,10,4,2,4,40,20,40,6,60,29,17,12,2.9,1.7,1.2,3,1,2,0.3,0.1,0.2,30,10,20,35,15,20,3.5,1.5,2,10,9,8,4,2,2,0,1,0.9,0.8,0.4,0.2,0.2,0,100,90,80,40,20,20,0,35,0,31,26
Major League Soccer,45125,13973,Filip Dujic,Filip,Dujic,Filip Dujic,filip-dujic,0,MLS,Domestic League,https://footystats.org/referees/usa-r-filip-dujic,2025,na,2025,2025,0,USA,12,6,5,1,50,42,8,7,57,45,23,22,3.75,1.92,1.83,6,3,3,0.5,0.25,0.25,50,25,25,51,27,24,4.25,2.25,2,12,11,8,8,6,5,1,1,0.92,0.67,0.67,0.5,0.42,0.08,100,92,67,67,50,42,8,48,2,24,21
Major League Soccer,13864,13973,Víctor Rivas,Víctor,Rivas,Víctor Rivas,victor-rivas,0,MLS,Domestic League,https://footystats.org/referees/usa-r-victor-rivas,2025,na,2025,2025,0,USA,10,3,4,3,30,40,30,6,60,30,17,13,3,1.7,1.3,2,2,0,0.2,0.2,0,20,20,0,55,28,27,5.5,2.8,2.7,10,10,10,10,8,4,2,1,1,1,1,0.8,0.4,0.2,100,100,100,100,80,40,20,47,4,30,16
Major League Soccer,3,13973,Allen Chapman,Allen,Chapman,Allen Chapman,allen-chapman,51,MLS,Domestic League,https://footystats.org/referees/usa-r-allen-chapman,2025,na,2025,2025,146016000,USA,13,7,3,3,54,23,23,6,46,32,21,11,2.46,1.62,0.85,4,3,1,0.31,0.23,0.08,31,23,8,38,15,23,2.92,1.15,1.77,12,10,8,5,2,1,0,0.92,0.77,0.62,0.38,0.15,0.08,0,92,77,62,38,15,8,0,37,1,37,31
Major League Soccer,52041,13973,Ricardo Fierro,Ricardo,Fierro,Ricardo Fierro,ricardo-fierro,0,MLS,Domestic League,https://footystats.org/referees/usa-r-ricardo-fierro,2025,na,2025,2025,0,USA,8,5,2,1,63,25,13,2,25,17,12,5,2.13,1.5,0.63,3,2,1,0.38,0.25,0.13,38,25,13,31,16,15,3.88,2,1.88,8,7,5,3,2,2,2,1,0.88,0.63,0.38,0.25,0.25,0.25,100,88,63,38,25,25,25,29,2,42,23
Major League Soccer,13812,13973,Rosendo Mendoza,Rosendo,Mendoza,Rosendo Mendoza,rosendo-mendoza,0,MLS,Domestic League,https://footystats.org/referees/usa-r-rosendo-mendoza,2025,na,2025,2025,0,USA,10,7,1,2,70,10,20,7,70,33,23,10,3.3,2.3,1,5,5,0,0.5,0.5,0,50,50,0,58,30,28,5.8,3,2.8,10,10,10,8,7,4,3,1,1,1,0.8,0.7,0.4,0.3,100,100,100,80,70,40,30,53,4,27,16
Major League Soccer,19856,13973,Sergii Demianchuk,Sergii,Demianchuk,Sergii Demianchuk,sergii-demianchuk,0,MLS,Domestic League,https://footystats.org/referees/usa-r-sergii-demianchuk,2025,na,2025,2025,0,USA,6,2,2,2,33,33,33,3,50,15,7,8,2.5,1.17,1.33,3,2,1,0.5,0.33,0.17,50,33,17,29,12,17,4.83,2,2.83,6,6,6,4,2,2,1,1,1,1,0.67,0.33,0.33,0.17,100,100,100,67,33,33,17,27,1,36,19
Major League Soccer,57128,13973,Lorenzo Hernandez,Lorenzo,Hernandez,Lorenzo Hernandez,lorenzo-hernandez,0,MLS,Domestic League,https://footystats.org/referees/usa-r-lorenzo-hernandez,2025,na,2025,2025,0,USA,5,3,1,1,60,20,20,3,60,21,14,7,4.2,2.8,1.4,4,2,2,0.8,0.4,0.4,80,40,40,19,8,11,3.8,1.6,2.2,5,4,3,3,2,1,1,1,0.8,0.6,0.6,0.4,0.2,0.2,100,80,60,60,40,20,20,19,0,21,24
Major League Soccer,13967,13973,Ismir Pekmic,Ismir,Pekmic,Ismir Pekmic,ismir-pekmic,0,MLS,Domestic League,https://footystats.org/referees/usa-r-ismir-pekmic,2025,na,2025,2025,0,USA,8,4,3,1,50,38,13,2,25,17,9,8,2.13,1.13,1,2,1,1,0.25,0.13,0.13,25,13,13,38,22,16,4.75,2.75,2,8,8,8,6,3,2,1,1,1,1,0.75,0.38,0.25,0.13,100,100,100,75,38,25,13,38,0,42,19
Major League Soccer,36,13973,Drew Fischer,Drew,Fischer,Drew Fischer,drew-fischer,45,MLS,Domestic League,https://footystats.org/referees/canada-r-drew-fischer,2025,na,2025,2025,332035200,Canada,11,4,3,4,36,27,36,8,73,34,18,16,3.09,1.64,1.45,3,2,1,0.27,0.18,0.09,27,18,9,42,22,20,3.82,2,1.82,11,8,7,7,5,3,1,1,0.73,0.64,0.64,0.45,0.27,0.09,100,73,64,64,45,27,9,42,0,29,24
Major League Soccer,13893,13973,Joe Dickerson,Joe,Dickerson,Joe Dickerson,joe-dickerson,0,MLS,Domestic League,https://footystats.org/referees/usa-r-joe-dickerson,2025,na,2025,2025,0,USA,9,2,2,5,22,22,56,7,78,40,21,19,4.44,2.33,2.11,3,2,1,0.33,0.22,0.11,33,22,11,40,18,22,4.44,2,2.44,9,9,8,6,3,2,1,1,1,0.89,0.67,0.33,0.22,0.11,100,100,89,67,33,22,11,36,2,20,20
Major League Soccer,45098,13973,Tori Penso,Tori,Penso,Tori Penso,tori-penso,0,MLS,Domestic League,https://footystats.org/referees/usa-r-tori-penso,2025,na,2025,2025,0,USA,10,6,3,1,60,30,10,3,30,22,13,9,2.2,1.3,0.9,1,0,1,0.1,0,0.1,10,0,10,36,18,18,3.6,1.8,1.8,10,9,6,5,3,1,1,1,0.9,0.6,0.5,0.3,0.1,0.1,100,90,60,50,30,10,10,35,1,41,25
Major League Soccer,57,13973,Jair Marrufo,Jair,Marrufo,Jair Marrufo,jair-marrufo,48,MLS,Domestic League,https://footystats.org/referees/usa-r-jair-marrufo,2025,na,2025,2025,235353600,USA,9,3,5,1,33,56,11,4,44,23,8,15,2.56,0.89,1.67,3,3,0,0.33,0.33,0,33,33,0,30,14,16,3.33,1.56,1.78,7,7,7,5,2,1,1,0.78,0.78,0.78,0.56,0.22,0.11,0.11,78,78,78,56,22,11,11,29,1,35,27
Major League Soccer,13858,13973,Elijio Arreguin,Elijio,Arreguin,Elijio Arreguin,elijio-arreguin,0,MLS,Domestic League,https://footystats.org/referees/usa-r-elijio-arreguin,2025,na,2025,2025,0,USA,2,0,1,1,0,50,50,1,50,4,1,3,2,0.5,1.5,0,0,0,0,0,0,0,0,0,8,6,2,4,3,1,2,2,2,1,1,0,0,1,1,1,0.5,0.5,0,0,100,100,100,50,50,0,0,8,0,45,23
Major League Soccer,45979,13973,Katja Koroleva,Katja,Koroleva,Katja Koroleva,katja-koroleva,0,MLS,Domestic League,https://footystats.org/referees/usa-r-katja-koroleva,2025,na,2025,2025,0,USA,1,1,0,0,100,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,6,2,4,6,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,100,100,100,100,100,100,0,6,0,45,15
Major League Soccer,60311,13973,Abdou Ndiaye,Abdou,Ndiaye,Abdou Ndiaye,abdou-ndiaye,0,MLS,Domestic League,https://footystats.org/referees/usa-r-abdou-ndiaye,2025,na,2025,2025,0,USA,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,4,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,100,100,100,100,100,100,0,6,0,0,15
Major League Soccer,45030,13973,Rosendo Ovalle,Rosendo,Ovalle,Rosendo Ovalle,rosendo-ovalle,0,MLS,Domestic League,https://footystats.org/referees/usa-r-rosendo-ovalle,2025,na,2025,2025,0,USA,1,0,0,1,0,0,100,1,100,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,8,2,6,8,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,7,1,45,11
Major League Soccer,35891,13973,Ricardo Montero,Ricardo,Montero,Ricardo Montero,ricardo-montero,0,MLS,Domestic League,https://footystats.org/referees/costa-rica-r-ricardo-montero,2025,na,2025,2025,0,Costa Rica,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,5,2,3,1,1,1,1,1,0,0,1,1,1,1,1,0,0,100,100,100,100,100,0,0,5,0,0,18
Colombia Primera Liga,8635,14086,Edwin Ferney Trujillo Castro,Edwin Ferney,Trujillo Castro,Edwin Ferney Trujillo Castro,edwin-ferney-trujillo-castro,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-edwin-ferney-trujillo-castro,2025,sa,2025,2025,0,Colombia,3,2,1,0,67,33,0,1,33,9,6,3,3,2,1,1,1,0,0.33,0.33,0,33,33,0,18,8,10,6,2.67,3.33,3,3,3,2,2,2,2,1,1,1,0.67,0.67,0.67,0.67,100,100,100,67,67,67,67,18,0,30,15
Colombia Primera Liga,8477,14086,Carlos Andrés Betancur Gutiérrez ,Carlos Andrés,Betancur Gutiérrez ,Carlos Andrés Betancur Gutiérrez ,carlos-andres-betancur-gutierrez-,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-carlos-andres-betancur-gutierrez-,2025,sa,2025,2025,0,Colombia,3,2,1,0,67,33,0,0,0,6,5,1,2,1.67,0.33,2,1,1,0.67,0.33,0.33,67,33,33,12,2,10,4,0.67,3.33,3,3,3,3,0,0,0,1,1,1,1,0,0,0,100,100,100,100,0,0,0,10,1,45,23
Colombia Primera Liga,8493,14086,Bismark Elias Santiago Pitalua,Bismark Elias,Santiago Pitalua,Bismark Elias Santiago Pitalua,bismark-elias-santiago-pitalua,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-bismark-elias-santiago-pitalua,2025,sa,2025,2025,0,Colombia,5,2,0,3,40,0,60,1,20,5,4,1,1,0.8,0.2,0,0,0,0,0,0,0,0,0,39,16,23,7.8,3.2,4.6,5,5,5,5,5,5,4,1,1,1,1,1,1,0.8,100,100,100,100,100,100,80,36,2,90,12
Colombia Primera Liga,8440,14086,Andrés José Rojas Noguera,Andrés José,Rojas Noguera,Andrés José Rojas Noguera,andres-jose-rojas-noguera,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-andres-jose-rojas-noguera,2025,sa,2025,2025,0,Colombia,4,1,2,1,25,50,25,3,75,11,5,6,2.75,1.25,1.5,0,0,0,0,0,0,0,0,0,36,18,18,9,4.5,4.5,4,4,4,4,4,4,2,1,1,1,1,1,1,0.5,100,100,100,100,100,100,50,29,4,33,10
Colombia Primera Liga,8460,14086,Nolberto Ararat Mora,Nolberto,Ararat Mora,Nolberto Ararat Mora,nolberto-ararat-mora,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-nolberto-ararat-mora,2025,sa,2025,2025,0,Colombia,2,2,0,0,100,0,0,2,100,8,5,3,4,2.5,1.5,1,1,0,0.5,0.5,0,50,50,0,16,8,8,8,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,0.5,100,100,100,100,100,100,50,14,1,23,11
Colombia Primera Liga,8510,14086,Jhon Alexander Ospina Londoño,Jhon Alexander,Ospina Londoño,Jhon Alexander Ospina Londoño,jhon-alexander-ospina-londono,0,Categoria Primera A,Domestic League,https://footystats.org/referees/colombia-r-jhon-alexander-ospina-londono,2025,sa,2025,2025,0,Colombia,2,1,0,1,50,0,50,1,50,5,3,2,2.5,1.5,1,0,0,0,0,0,0,0,0,0,19,8,11,9.5,4,5.5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,100,100,100,100,100,100,100,17,1,36,9
